N,P,K,temperature,humidity,ph,rainfall,label
98.84,41.61,58.4,28.9,82.66,6.31,221.69,Jute
44.1,54.48,60.41,24.83,67.32,5.89,83.89,Groundnut
105.73,68.03,89.94,10.3,63.46,7.12,79.2,Wheat
82.48,37.14,41.91,38.29,45.97,6.24,43.26,Bajra
58.7,40.92,51.79,33.17,49.46,7.8,60.83,Bajra
27.61,78.55,38.53,13.7,41.12,7.02,40.12,Lentil
123.77,73.67,112.28,19.59,74.05,5.55,119.69,Potato
98.58,48.1,58.12,28.21,84.76,6.23,232.02,Rice
77.46,36.05,40.4,26.85,65.84,6.31,99.21,Sunflower
80.82,33.83,63.82,30.87,83.46,6.84,187.66,Jute
129.27,74.04,112.5,21.02,84.55,5.33,103.13,Potato
61.92,33.64,60.9,33.98,52.18,6.67,89.18,Mango
22.13,82.29,41.72,16.82,57.22,7.67,49.68,Chickpea
105.6,59.28,60.7,27.53,67.11,6.07,125.1,Maize
78.18,45.03,62.18,20.93,54.18,7.15,65.3,Onion
93.24,50.83,89.3,26.28,75.31,6.11,85.5,Tomato
64.8,36.03,63.8,32.13,56.38,5.63,67.56,Mango
78.7,30.44,57.57,28.58,47.78,7.62,54.8,Jowar
89.46,26.87,43.45,30.1,48.9,7.89,86.83,Cotton
109.16,62.57,85.04,15.13,54.81,7.1,79.87,Wheat
65.14,47.34,58.12,22.77,70.45,6.68,69.89,Onion
75.66,61.32,83.89,21.84,62.42,6.98,74.37,Onion
79.34,47.2,65.4,27.65,65.4,6.37,82.75,Tomato
110.29,61.0,70.32,19.64,55.65,7.1,52.39,Wheat
85.46,36.5,43.9,12.51,48.14,6.85,48.35,Mustard
107.49,65.5,71.01,14.26,62.49,7.31,56.73,Wheat
68.92,49.28,39.84,37.57,41.98,7.74,36.83,Bajra
29.38,80.57,37.94,18.81,46.95,7.16,43.09,Chickpea
36.98,71.11,44.91,30.52,65.57,6.06,89.33,Groundnut
81.85,33.29,56.84,31.84,40.09,7.65,68.1,Cotton
96.2,45.09,53.63,32.6,85.96,6.47,220.59,Rice
15.35,68.45,29.36,16.46,42.93,7.16,38.77,Lentil
32.6,56.94,61.69,24.96,64.8,6.52,90.38,Soybean
90.1,59.34,48.36,34.84,86.68,6.63,208.3,Rice
99.93,51.11,55.38,34.45,88.5,6.25,222.53,Rice
123.91,72.73,107.97,30.8,80.77,5.78,157.6,Banana
72.84,50.08,44.63,12.6,62.43,6.71,34.21,Barley
102.86,49.55,78.92,23.98,71.55,6.43,113.52,Maize
27.11,49.88,44.31,24.09,70.69,6.66,93.65,Groundnut
103.49,44.93,47.36,28.32,84.66,6.94,198.1,Jute
69.79,37.72,53.05,16.56,47.01,7.58,49.88,Barley
87.84,49.08,44.92,37.1,84.77,7.16,185.4,Jute
90.81,34.18,51.87,32.14,49.69,7.99,61.96,Cotton
22.35,65.93,30.81,15.06,40.95,7.27,27.9,Lentil
88.65,40.62,45.19,25.34,88.79,6.24,227.87,Rice
136.78,59.54,88.83,34.44,72.53,7.48,174.41,Sugarcane
95.12,49.17,45.78,34.0,81.16,6.96,215.7,Rice
83.87,68.84,70.52,21.43,68.21,6.19,105.64,Tomato
101.61,53.94,64.65,28.29,86.25,7.19,216.95,Jute
95.17,58.11,77.7,23.41,70.9,6.02,148.82,Maize
79.17,51.68,83.87,21.89,60.62,6.32,77.94,Tomato
113.46,73.48,128.31,36.42,85.44,6.44,177.57,Banana
71.27,52.22,48.63,8.14,52.31,6.65,66.36,Barley
117.4,87.32,123.7,21.0,83.37,6.0,93.32,Potato
63.17,33.67,57.55,35.12,50.8,6.24,112.41,Mango
34.09,78.71,50.76,19.61,49.26,6.63,46.07,Chickpea
82.79,45.84,47.33,29.56,87.85,6.2,225.71,Rice
115.72,66.05,85.19,31.9,82.15,6.91,151.32,Sugarcane
111.36,60.04,114.8,15.5,77.83,5.22,109.14,Potato
109.19,64.99,71.44,16.84,57.55,7.27,64.56,Wheat
127.41,55.33,118.67,30.13,81.05,6.11,153.32,Banana
79.96,48.38,57.42,21.97,57.06,6.9,71.63,Onion
103.27,61.84,74.05,13.87,50.77,6.9,65.35,Wheat
83.96,51.31,49.28,34.72,86.09,6.35,205.7,Rice
130.72,57.28,91.42,30.8,70.43,6.91,171.68,Sugarcane
100.94,69.61,83.58,16.31,54.06,6.75,78.26,Wheat
75.19,42.14,60.0,10.59,46.37,6.81,59.11,Barley
92.37,40.14,42.39,34.32,85.53,6.83,216.08,Jute
77.44,39.3,55.65,35.15,57.37,6.5,42.54,Jowar
79.39,40.16,50.6,35.63,43.9,7.94,81.2,Cotton
83.44,57.96,84.76,23.7,75.25,6.02,74.41,Tomato
26.27,56.33,48.15,27.95,71.44,6.89,127.65,Soybean
22.89,82.74,36.23,21.43,41.46,7.87,42.27,Chickpea
135.33,70.32,84.48,32.79,72.79,6.79,188.91,Sugarcane
139.41,61.51,90.32,31.61,75.54,6.6,141.43,Banana
51.9,48.88,43.43,37.26,60.93,6.3,104.23,Mango
56.89,46.73,47.59,34.97,50.68,5.53,89.84,Mango
36.4,78.78,58.6,25.97,68.82,6.68,135.3,Soybean
39.37,60.43,45.66,25.18,67.97,6.92,106.96,Soybean
103.25,43.96,72.2,22.77,65.1,5.97,137.42,Maize
92.6,44.97,54.11,29.28,84.43,6.65,246.81,Rice
79.6,38.5,68.96,30.02,55.8,6.55,119.28,Mango
67.26,35.34,36.61,36.15,53.84,7.54,52.8,Jowar
80.22,42.74,58.0,33.74,85.97,6.6,233.25,Rice
94.8,38.11,50.84,36.12,52.6,7.81,60.66,Cotton
26.4,79.49,33.62,12.54,42.84,6.37,32.36,Lentil
26.62,66.57,52.47,18.98,46.93,6.67,53.67,Chickpea
105.9,49.12,62.31,29.82,83.22,6.64,222.64,Jute
32.1,64.81,67.07,22.81,70.34,7.17,138.38,Soybean
65.0,46.05,43.65,33.42,63.01,6.39,113.27,Mango
109.39,60.72,110.37,18.78,72.94,6.15,115.89,Potato
97.17,63.65,78.53,21.73,76.66,6.41,86.65,Tomato
97.48,62.63,66.34,21.71,61.42,6.09,65.69,Tomato
50.99,53.04,39.44,25.91,62.11,7.18,95.06,Sunflower
100.78,73.2,128.49,31.05,78.9,5.64,212.39,Banana
113.51,46.37,123.26,36.87,82.77,6.59,196.27,Banana
87.63,50.36,94.95,26.0,70.32,6.39,76.51,Tomato
107.45,69.29,71.24,10.92,52.44,7.1,54.51,Wheat
124.64,80.54,116.22,21.14,82.43,5.73,82.74,Potato
64.23,42.28,51.02,27.07,58.72,6.44,90.44,Sunflower
69.33,42.69,54.29,26.21,59.29,7.03,84.62,Sunflower
22.5,62.67,35.63,16.13,35.33,6.72,26.33,Lentil
38.81,55.79,66.31,24.31,66.2,6.7,117.57,Soybean
90.15,57.48,49.87,32.02,89.93,6.13,213.74,Rice
128.91,55.24,112.41,20.14,82.43,5.26,107.22,Potato
16.42,73.51,40.99,17.8,38.44,7.33,25.27,Lentil
39.54,42.17,58.85,28.76,56.8,6.15,84.03,Groundnut
70.77,39.48,58.11,36.36,48.76,7.67,99.61,Cotton
56.05,47.05,50.89,31.29,55.79,7.7,51.7,Jowar
81.71,51.09,49.31,16.28,48.69,6.39,40.78,Mustard
66.78,38.23,34.55,35.12,49.75,7.58,43.92,Bajra
102.38,34.26,58.05,31.35,86.69,6.77,178.9,Jute
105.44,62.18,83.24,16.34,58.9,6.52,71.86,Wheat
103.62,62.69,73.97,12.47,54.6,7.06,67.64,Wheat
73.6,35.47,33.01,32.15,50.96,7.45,33.84,Bajra
83.25,51.81,62.46,37.88,80.68,7.09,195.38,Jute
75.39,45.95,50.86,13.78,47.98,6.5,38.03,Mustard
53.23,39.94,49.7,39.7,41.62,7.54,53.83,Bajra
78.89,58.83,98.41,22.36,68.8,6.31,93.34,Tomato
33.76,65.99,60.45,28.57,54.18,6.62,111.8,Groundnut
80.75,36.45,38.57,36.3,51.14,6.36,39.46,Bajra
50.74,54.82,35.05,24.06,61.43,7.02,95.16,Sunflower
71.53,48.78,64.27,16.1,50.89,6.27,46.11,Barley
84.63,40.0,66.81,15.6,61.52,6.72,45.24,Barley
89.48,39.5,41.19,34.65,41.95,7.97,92.46,Cotton
22.07,66.04,42.59,19.36,42.01,6.97,40.44,Chickpea
94.9,41.92,42.15,32.65,80.74,7.04,209.5,Jute
124.93,63.56,83.15,34.46,71.97,7.22,199.03,Sugarcane
69.8,45.36,35.23,25.69,56.59,6.58,77.84,Sunflower
66.76,39.57,52.33,15.4,59.42,6.74,50.43,Barley
26.82,79.32,47.91,26.25,64.68,6.9,116.57,Soybean
100.66,68.49,93.57,27.92,73.48,6.03,74.24,Tomato
82.12,43.11,41.37,15.03,56.05,6.89,38.06,Barley
77.03,32.83,61.89,12.35,60.1,7.41,34.0,Barley
126.62,66.14,124.72,16.13,72.95,5.38,83.51,Potato
84.96,46.7,43.61,36.14,56.89,6.45,81.51,Jowar
27.47,65.03,71.46,24.59,67.49,6.83,95.22,Soybean
20.34,71.81,52.24,15.26,47.85,6.68,40.42,Chickpea
77.57,40.81,46.25,36.06,58.71,6.33,82.31,Jowar
60.45,44.45,32.14,33.13,42.07,7.31,39.45,Jowar
120.43,63.0,84.02,36.26,76.78,7.02,199.12,Sugarcane
66.65,38.66,39.5,24.36,56.31,6.37,80.47,Sunflower
93.79,57.87,84.64,17.01,69.77,6.74,75.7,Onion
129.25,69.34,89.57,29.43,76.68,6.86,174.78,Sugarcane
84.99,49.79,44.42,34.88,89.44,6.04,235.28,Rice
127.7,66.64,116.11,18.98,77.91,5.68,93.48,Potato
100.94,46.82,43.41,35.09,87.9,7.18,203.29,Jute
76.59,46.98,34.37,34.52,55.77,7.08,62.61,Bajra
128.05,76.89,114.51,19.06,81.22,5.35,114.59,Potato
75.06,51.49,47.67,15.02,49.15,6.59,69.45,Barley
26.24,60.27,55.63,27.18,60.01,6.75,98.33,Groundnut
66.61,30.82,33.24,36.86,50.93,7.57,61.33,Jowar
65.65,48.01,53.28,35.33,44.21,7.08,42.99,Bajra
76.91,39.76,44.66,31.3,62.55,6.22,101.32,Mango
62.45,45.9,42.11,37.94,54.06,7.73,63.99,Bajra
62.26,40.99,69.37,31.04,57.94,6.19,78.9,Mango
24.75,65.55,31.83,12.75,38.75,6.64,48.38,Lentil
21.63,73.21,58.7,22.91,58.59,6.7,126.76,Soybean
18.17,68.96,33.21,19.36,49.96,7.03,33.98,Lentil
102.48,40.14,59.66,22.6,64.36,6.15,102.17,Maize
116.7,79.83,109.1,15.65,74.67,5.97,115.1,Potato
97.67,43.4,71.61,16.24,65.49,6.39,56.74,Onion
79.04,55.68,75.89,27.04,64.6,6.28,71.43,Tomato
113.76,73.55,124.14,20.06,79.29,5.62,111.7,Potato
72.78,39.46,45.35,36.56,54.93,7.08,78.92,Cotton
82.63,44.17,43.45,35.76,49.22,7.68,74.05,Cotton
127.37,72.62,85.88,30.51,78.98,5.63,158.04,Banana
118.03,73.07,116.59,34.82,75.18,6.62,203.46,Banana
64.68,41.42,43.76,37.73,56.72,6.38,43.11,Jowar
74.51,35.72,36.8,22.42,62.71,6.8,97.18,Sunflower
71.37,44.13,47.43,30.47,48.17,6.53,69.53,Bajra
76.36,51.43,92.26,25.05,64.04,6.59,71.36,Tomato
87.49,59.01,54.64,30.99,81.56,6.16,202.9,Rice
94.53,35.37,58.55,33.26,54.98,7.58,61.69,Cotton
118.77,68.19,89.67,12.6,64.55,6.93,60.43,Wheat
96.67,48.81,46.05,27.59,81.95,6.06,217.12,Rice
120.64,53.35,120.68,35.4,78.51,5.92,203.09,Banana
54.85,46.91,54.86,32.48,44.05,6.37,40.94,Jowar
26.72,89.33,54.81,19.55,42.29,7.26,43.23,Chickpea
20.38,72.92,36.56,19.69,41.55,7.65,45.52,Lentil
87.85,51.07,50.06,26.94,88.59,6.68,241.9,Rice
16.17,73.57,27.73,16.98,40.52,6.99,30.39,Lentil
20.49,80.34,45.02,24.87,58.28,6.55,121.84,Soybean
76.07,45.94,49.62,36.68,53.15,7.19,70.96,Jowar
39.62,51.13,50.53,26.4,58.86,6.1,87.79,Groundnut
137.64,74.12,105.19,37.69,79.66,6.39,146.0,Banana
25.0,72.59,43.22,15.16,52.03,7.77,38.87,Chickpea
98.97,55.27,42.8,33.68,84.87,6.89,239.99,Rice
76.43,54.79,44.42,13.01,42.38,6.61,46.83,Mustard
103.07,59.35,75.35,24.96,62.46,6.32,134.99,Maize
64.0,26.47,67.87,36.47,57.96,6.65,82.23,Mango
121.26,87.53,121.49,20.43,81.26,5.52,110.28,Potato
119.27,76.26,117.53,18.68,72.72,5.48,100.97,Potato
69.3,49.36,71.12,19.99,65.04,6.71,63.99,Onion
91.69,60.3,72.97,26.38,61.2,6.3,133.99,Maize
70.85,51.22,50.42,25.87,57.88,6.34,99.36,Sunflower
119.31,63.94,72.61,16.72,60.94,7.08,56.2,Wheat
94.56,53.69,55.88,33.5,84.48,6.6,172.19,Jute
64.99,54.76,45.2,22.99,59.07,6.41,73.77,Sunflower
118.37,66.5,72.07,14.02,60.93,7.28,53.55,Wheat
74.2,54.68,53.3,11.75,52.09,6.64,46.36,Barley
24.14,67.89,43.53,16.17,51.84,7.06,27.9,Lentil
28.59,65.11,29.61,13.86,46.26,7.05,41.47,Lentil
81.86,31.77,40.45,13.71,54.24,6.16,50.1,Mustard
81.95,59.11,79.43,23.68,64.36,6.46,55.88,Onion
131.49,74.96,83.71,36.33,80.46,7.19,166.29,Sugarcane
135.46,65.23,92.67,29.93,80.33,6.77,191.6,Sugarcane
23.85,75.28,69.89,24.58,58.54,6.84,99.73,Soybean
21.89,63.29,38.15,13.84,36.78,6.34,32.31,Lentil
83.31,26.23,30.35,34.94,55.27,6.65,57.74,Bajra
74.2,45.22,36.38,36.65,41.04,7.93,56.81,Bajra
28.18,86.72,52.65,18.11,49.14,7.12,41.24,Chickpea
97.62,51.08,85.43,26.06,64.6,6.42,79.15,Tomato
75.51,61.81,64.79,16.85,68.45,6.62,70.54,Onion
78.19,43.46,45.39,37.91,50.05,7.46,84.54,Cotton
85.04,55.1,49.21,33.42,87.28,6.78,232.81,Rice
88.28,55.77,80.94,25.22,66.61,6.62,105.68,Tomato
92.71,44.47,42.69,32.88,80.94,7.09,222.01,Jute
80.72,30.91,44.47,14.93,55.25,6.38,32.76,Mustard
103.09,64.4,80.21,12.59,54.75,6.59,59.1,Wheat
26.3,79.89,71.41,27.65,66.71,7.18,110.04,Soybean
90.17,50.66,66.58,31.34,87.47,7.16,177.83,Jute
19.28,55.25,41.1,16.14,46.65,7.67,38.53,Lentil
55.93,54.12,52.71,26.9,65.94,6.62,96.03,Sunflower
78.88,35.51,39.59,24.69,63.3,6.41,97.94,Sunflower
80.36,59.26,54.53,28.05,88.29,6.28,243.64,Rice
94.79,53.71,55.07,32.69,88.81,7.16,213.94,Jute
92.33,31.85,59.96,30.03,40.41,7.82,67.98,Cotton
133.38,59.7,93.84,36.65,83.18,7.28,170.4,Sugarcane
58.98,48.19,54.98,37.71,44.41,6.8,70.21,Jowar
60.3,45.2,39.61,33.96,53.44,6.98,63.36,Jowar
105.59,46.31,75.74,26.22,71.35,6.09,133.1,Maize
100.91,40.82,62.49,32.18,85.22,6.35,188.63,Jute
34.61,60.98,51.49,22.62,71.48,6.45,139.78,Soybean
107.01,45.32,71.72,25.26,69.99,5.89,106.49,Maize
83.62,41.33,54.82,30.74,88.42,6.14,239.76,Rice
73.36,59.87,82.69,22.69,62.89,6.27,58.1,Onion
98.9,64.99,75.88,27.36,69.88,5.87,111.37,Maize
78.79,28.34,40.67,33.09,53.55,7.24,68.26,Cotton
81.91,56.52,90.24,22.38,75.83,6.13,76.9,Tomato
104.1,51.27,57.52,26.25,60.37,6.41,106.93,Maize
27.74,75.73,51.97,26.99,66.54,6.98,113.86,Soybean
93.44,39.73,49.16,34.55,50.39,7.59,95.15,Cotton
94.22,47.83,59.47,27.41,64.77,5.97,122.42,Maize
69.93,49.61,53.13,33.51,60.67,6.9,84.34,Mango
64.79,49.42,47.82,10.31,47.48,6.27,68.71,Barley
107.31,36.06,64.85,35.04,81.68,6.86,239.97,Jute
33.3,60.85,59.17,28.36,55.24,6.24,116.6,Groundnut
66.91,35.13,51.68,31.1,67.11,6.65,93.79,Mango
61.78,42.94,42.09,10.86,54.5,6.54,33.18,Barley
93.87,45.8,55.81,11.56,55.73,7.4,52.48,Barley
94.55,26.26,58.06,36.51,44.71,7.97,71.52,Cotton
121.96,82.06,122.07,17.02,80.29,5.75,103.89,Potato
18.28,66.1,44.87,15.91,44.36,7.34,49.21,Lentil
66.2,39.92,57.2,10.49,43.93,6.89,28.65,Mustard
84.04,39.3,54.56,35.33,53.06,7.87,83.16,Cotton
81.77,43.92,40.9,28.25,83.89,6.27,241.44,Rice
55.53,32.8,53.89,28.52,52.55,5.64,67.55,Mango
136.98,63.53,117.07,35.92,78.33,6.26,164.72,Banana
52.57,41.71,42.39,25.29,65.06,6.6,98.34,Sunflower
82.22,45.62,65.16,14.73,56.93,6.7,64.51,Barley
69.39,29.32,52.3,29.62,57.74,6.34,89.34,Mango
107.95,69.74,80.88,12.75,60.64,6.77,77.13,Wheat
60.05,27.09,45.4,34.74,56.72,7.53,61.12,Bajra
91.49,43.81,44.03,32.48,43.6,7.36,96.59,Cotton
77.41,53.24,47.47,9.42,53.2,7.77,30.44,Barley
125.44,65.31,101.1,21.16,82.38,5.57,87.42,Potato
85.54,27.56,45.3,36.68,44.91,7.49,97.65,Cotton
27.52,68.17,48.91,30.21,68.52,6.1,103.81,Groundnut
58.17,43.42,57.86,34.4,51.05,7.18,77.74,Jowar
34.63,87.42,40.83,17.29,46.69,7.09,32.51,Chickpea
87.43,72.65,99.09,20.5,76.61,6.07,80.18,Tomato
82.55,46.55,48.44,15.84,53.04,6.63,48.89,Mustard
81.63,35.76,50.63,10.61,57.91,7.67,36.64,Barley
103.21,63.77,73.24,22.31,70.61,6.4,122.17,Maize
101.89,55.63,93.72,35.19,89.22,6.36,192.38,Banana
52.74,35.0,36.4,32.63,44.57,6.62,42.79,Bajra
25.07,56.81,41.06,27.3,57.25,6.35,110.12,Groundnut
97.22,48.42,47.55,33.95,84.94,6.58,241.02,Jute
122.09,64.83,119.74,16.24,78.16,6.16,105.13,Potato
63.84,45.05,52.77,32.27,54.28,6.4,47.03,Bajra
63.25,29.06,59.11,35.86,63.33,5.98,72.69,Mango
79.78,51.08,72.83,16.36,60.24,6.23,60.24,Onion
104.89,55.49,75.08,24.59,69.43,6.12,147.05,Maize
20.82,73.75,65.84,22.08,68.5,6.33,124.9,Soybean
76.43,46.7,40.73,17.12,56.16,6.71,41.74,Barley
115.45,60.76,86.55,14.28,58.94,6.59,60.12,Wheat
33.85,57.71,67.79,23.08,60.44,6.93,99.16,Soybean
97.02,46.34,43.39,30.57,89.36,6.7,228.5,Rice
26.21,69.2,54.73,26.46,69.55,6.05,101.51,Groundnut
41.4,62.77,41.67,27.98,69.29,6.41,99.55,Groundnut
53.05,55.86,43.79,25.57,59.88,6.6,74.77,Sunflower
51.69,49.39,53.9,36.51,51.48,6.72,74.54,Mango
42.96,43.45,59.54,29.52,60.09,5.99,88.97,Groundnut
67.31,35.14,47.78,34.76,45.22,7.26,59.85,Jowar
81.25,47.89,50.15,28.16,84.31,6.51,216.13,Jute
139.44,50.21,100.55,29.68,88.21,6.21,208.2,Banana
74.14,44.06,79.89,18.43,61.01,7.04,58.07,Onion
111.56,68.66,75.79,14.68,59.29,6.91,62.82,Wheat
80.51,51.95,42.0,31.91,56.72,7.4,38.63,Jowar
70.01,38.05,51.23,27.83,55.57,6.29,73.71,Sunflower
37.28,61.44,53.77,26.54,62.61,6.43,88.76,Groundnut
50.9,42.76,53.54,24.74,56.95,6.64,75.94,Sunflower
23.79,61.34,41.36,12.44,46.89,6.96,43.28,Lentil
122.32,75.12,112.14,18.44,78.24,5.44,95.13,Potato
84.44,38.42,56.71,31.65,54.15,7.7,80.95,Jowar
30.72,79.62,45.51,22.62,61.21,6.91,134.7,Soybean
74.34,32.47,48.35,32.4,49.85,7.92,76.02,Cotton
82.73,27.98,47.55,35.35,49.95,6.39,39.73,Bajra
108.77,68.59,115.02,16.21,75.9,5.59,91.44,Potato
121.4,55.89,83.38,31.91,84.85,6.71,177.24,Sugarcane
95.3,48.75,72.71,24.21,66.66,5.87,140.25,Maize
31.54,73.76,42.44,20.07,49.0,7.36,47.82,Chickpea
75.8,47.4,50.19,13.34,57.91,6.15,42.78,Mustard
86.3,55.41,44.25,31.73,80.95,7.11,172.83,Jute
73.17,46.01,80.41,16.31,64.55,6.21,63.6,Onion
110.97,64.03,80.39,19.97,52.03,7.18,61.88,Wheat
84.95,47.12,55.16,25.14,81.16,6.05,202.04,Rice
30.33,73.15,47.27,15.37,41.79,7.55,39.2,Chickpea
84.37,31.56,56.41,31.47,46.97,7.01,79.27,Cotton
119.8,60.79,88.09,28.79,71.77,6.68,188.74,Sugarcane
76.5,54.74,94.11,22.06,68.49,6.01,68.55,Tomato
23.15,67.79,26.1,16.59,50.31,7.47,44.66,Lentil
24.72,72.54,28.52,19.78,45.46,6.55,25.51,Lentil
65.91,42.19,45.1,9.38,62.15,6.28,58.43,Barley
55.27,49.32,47.12,30.48,48.58,7.35,33.83,Bajra
96.45,55.26,78.48,26.03,60.9,6.12,144.54,Maize
91.06,43.73,80.42,21.69,52.99,6.4,65.22,Onion
83.86,46.79,53.22,30.78,51.13,6.6,46.17,Bajra
29.74,55.17,37.68,17.91,50.6,7.63,46.05,Lentil
73.73,47.97,68.63,28.84,58.67,6.47,109.14,Mango
118.0,57.34,75.4,29.07,74.39,7.05,153.2,Sugarcane
54.59,49.77,66.35,34.08,66.68,6.21,108.37,Mango
101.03,48.99,58.15,25.54,66.3,5.94,122.59,Maize
89.9,46.81,54.57,11.66,46.27,7.43,52.83,Barley
20.22,62.35,34.51,13.72,39.83,6.39,32.6,Lentil
28.38,65.07,42.31,15.97,52.41,7.22,37.54,Chickpea
24.14,64.18,38.46,13.9,46.92,6.82,36.4,Lentil
129.36,55.71,92.31,30.86,89.0,5.96,148.62,Banana
108.99,68.37,81.45,19.99,54.3,6.78,54.79,Wheat
76.5,38.82,42.37,12.65,48.43,6.61,50.28,Barley
104.1,67.98,84.77,10.64,55.81,6.78,59.13,Wheat
42.05,66.82,45.68,26.05,66.68,6.37,78.14,Groundnut
24.17,57.03,37.75,15.82,50.89,6.73,43.15,Lentil
119.59,59.15,108.75,19.6,82.38,5.52,111.95,Potato
73.59,42.92,52.78,36.35,44.96,6.35,47.28,Bajra
104.53,71.15,128.53,20.61,73.09,5.59,117.11,Potato
82.42,48.78,51.33,12.13,51.06,6.89,53.49,Barley
106.92,51.31,65.61,22.94,65.12,6.18,101.13,Maize
58.34,39.51,52.49,23.1,55.54,6.82,77.19,Sunflower
52.08,26.17,45.42,30.96,55.18,6.59,104.38,Mango
22.22,83.64,47.72,16.31,43.07,7.81,40.49,Chickpea
29.19,76.7,51.2,20.37,49.09,7.78,48.78,Chickpea
85.84,54.1,59.47,10.77,49.52,7.1,37.87,Barley
26.46,78.76,58.31,26.17,65.03,7.18,136.81,Soybean
23.82,67.85,41.6,13.85,41.42,7.49,38.2,Lentil
25.63,68.43,53.62,25.31,64.46,6.46,94.4,Soybean
81.79,27.15,42.53,31.01,43.09,6.44,46.1,Jowar
89.79,47.33,62.38,21.11,64.22,6.28,78.33,Onion
69.11,46.19,43.62,32.6,47.68,6.78,39.78,Jowar
77.25,48.76,79.42,23.26,59.15,6.66,86.44,Onion
69.65,33.9,62.74,12.5,52.81,6.89,54.46,Barley
129.08,74.26,126.73,34.11,78.96,6.48,195.85,Banana
73.5,31.97,47.79,34.09,53.94,7.87,65.38,Cotton
88.98,46.93,85.9,22.85,67.8,6.34,93.46,Tomato
29.04,71.49,40.22,27.71,53.18,6.13,84.87,Groundnut
71.59,44.62,47.33,37.46,41.33,7.26,60.13,Bajra
101.64,50.24,67.61,31.42,81.44,6.29,175.74,Jute
116.55,65.49,96.06,29.11,81.92,6.68,190.41,Sugarcane
110.96,61.75,75.92,16.64,64.48,6.55,76.71,Wheat
62.79,37.57,49.96,11.48,48.4,6.84,51.18,Mustard
29.23,66.83,40.18,25.17,70.13,6.62,109.87,Groundnut
74.28,43.67,65.61,12.42,58.96,7.72,49.78,Barley
102.93,61.6,85.8,16.16,50.67,7.12,59.27,Wheat
93.37,53.57,47.24,30.94,80.1,6.64,245.66,Rice
133.78,63.75,97.29,37.09,77.68,5.56,203.73,Banana
70.07,56.5,64.72,16.2,51.68,7.22,60.02,Barley
22.95,71.49,60.79,23.17,65.65,6.85,106.45,Soybean
22.48,75.37,50.73,17.89,52.54,7.26,36.03,Chickpea
102.34,86.64,128.12,19.15,72.8,6.02,101.94,Potato
87.42,52.54,50.38,14.43,45.98,6.24,49.46,Mustard
61.06,31.95,41.63,16.23,46.3,6.23,47.42,Mustard
27.42,82.81,62.3,25.88,63.24,6.24,126.91,Soybean
88.03,46.77,67.54,15.45,70.49,6.29,75.3,Onion
92.65,52.67,50.72,25.9,88.35,6.32,209.33,Rice
92.8,52.83,61.06,23.11,60.78,6.33,121.37,Maize
80.75,37.83,56.36,30.05,54.88,7.18,78.81,Cotton
111.51,68.07,96.29,37.42,84.96,6.78,178.77,Sugarcane
51.62,31.06,49.62,38.43,52.88,7.34,62.45,Bajra
76.37,35.24,51.67,34.77,56.21,7.47,32.2,Bajra
93.03,54.77,46.31,31.45,83.95,6.71,209.96,Rice
74.46,48.67,81.84,19.98,70.66,7.13,71.16,Onion
78.21,44.46,73.91,22.65,64.67,6.74,78.42,Onion
56.51,28.2,40.92,30.77,43.96,6.37,49.47,Bajra
81.06,27.29,56.74,30.22,52.51,7.14,95.46,Cotton
109.17,65.29,70.69,16.39,51.22,6.94,58.78,Wheat
79.36,38.85,81.37,22.22,64.66,6.77,79.32,Onion
71.21,36.03,50.25,8.19,53.18,7.66,37.77,Barley
67.34,44.21,36.6,25.55,56.51,6.94,94.08,Sunflower
82.1,56.08,60.72,17.32,62.87,6.68,68.52,Onion
52.38,47.22,48.75,33.28,50.76,7.49,60.22,Bajra
83.06,53.2,74.85,15.01,53.78,6.24,85.26,Onion
79.85,48.08,42.06,33.51,67.45,6.15,89.02,Mango
124.17,55.59,99.36,30.22,77.09,6.56,176.1,Sugarcane
72.74,51.01,41.89,32.6,51.91,7.87,55.87,Jowar
38.51,62.39,56.66,27.77,53.08,6.16,103.9,Groundnut
109.52,61.84,63.23,25.53,70.17,6.11,100.9,Maize
69.49,26.25,51.4,32.76,66.66,5.99,82.08,Mango
89.33,51.97,85.99,22.11,64.59,6.65,71.94,Tomato
31.35,74.22,49.3,17.59,47.62,7.35,53.77,Chickpea
58.73,52.76,49.98,24.64,60.17,6.57,78.5,Sunflower
94.59,43.35,72.09,18.24,71.24,6.64,88.59,Onion
81.25,43.52,71.72,17.28,70.8,6.83,65.22,Onion
84.98,51.52,56.45,35.75,85.58,6.8,189.9,Jute
78.26,44.92,83.52,17.39,55.62,7.1,58.03,Onion
75.83,47.62,44.37,12.33,56.33,7.02,52.98,Barley
44.88,65.09,51.62,29.97,70.33,6.76,110.37,Groundnut
97.57,40.07,79.01,16.16,53.61,7.16,72.13,Onion
91.71,44.59,73.96,22.13,69.8,5.81,132.86,Maize
70.34,50.64,53.29,10.91,56.41,6.31,56.49,Barley
98.8,32.31,67.17,33.67,87.04,6.7,246.63,Jute
21.9,66.33,50.35,19.66,48.97,7.2,42.44,Chickpea
62.88,35.15,49.63,37.64,46.16,7.39,50.48,Jowar
61.56,42.08,65.06,12.2,53.82,6.31,54.21,Barley
104.52,51.47,102.75,36.95,83.36,5.93,199.75,Banana
26.2,74.34,45.73,18.17,56.01,7.54,52.47,Chickpea
